Species,Variety,Processing.Method,Total.Cup.Points,Moisture,Color
Arabica,Typica,Washed / Wet,81.75,0.11,Green
Arabica,Caturra,Washed / Wet,81.75,0.12,Green
Arabica,Caturra,Washed / Wet,81.75,0.0,Green
Arabica,Bourbon,Natural / Dry,81.67,0.11,Green
Arabica,Bourbon,Washed / Wet,81.67,0.1,Green
Arabica,Bourbon,Washed / Wet,81.67,0.12,Green
Arabica,Catuai,Washed / Wet,81.67,0.11,Blue-Green
Arabica,Yellow Bourbon,Natural / Dry,81.67,0.0,Green
Arabica,Other,Washed / Wet,81.67,0.12,Green
Arabica,Other,Washed / Wet,81.67,0.12,Green
Arabica,Bourbon,Washed / Wet,81.67,0.1,Green
Arabica,Sumatra,Semi-washed / Semi-pulped,81.67,0.11,Bluish-Green
Arabica,Caturra,Natural / Dry,81.67,0.1,Green
Arabica,Caturra,Washed / Wet,81.67,0.11,Green
Arabica,Typica,Semi-washed / Semi-pulped,81.67,0.11,Green
Arabica,Typica,Washed / Wet,81.67,0.11,Green
Arabica,Typica,Washed / Wet,81.67,0.12,Green
Arabica,Bourbon,Washed / Wet,81.67,0.11,Green
Arabica,Typica,Washed / Wet,81.67,0.13,Green
Arabica,Bourbon,Washed / Wet,81.67,0.11,Green
Arabica,Bourbon,Washed / Wet,81.67,0.11,Green
Arabica,Bourbon,Washed / Wet,81.67,0.11,Green
Arabica,Caturra,Semi-washed / Semi-pulped,81.67,0.11,Green
Arabica,Hawaiian Kona,Washed / Wet,81.67,0.1,Green
Arabica,Catimor,Washed / Wet,81.58,0.11,Blue-Green
Arabica,Bourbon,Washed / Wet,81.58,0.12,Green
Arabica,Typica,Washed / Wet,81.58,0.1,Blue-Green
Arabica,Caturra,Washed / Wet,81.58,0.12,Green
Arabica,Other,Washed / Wet,81.58,0.12,Green
Arabica,Gesha,Washed / Wet,81.58,0.13,Green
Arabica,Yellow Bourbon,Washed / Wet,81.58,0.12,Blue-Green
Arabica,Bourbon,Washed / Wet,81.58,0.12,Green
Arabica,Typica,Washed / Wet,81.58,0.12,Green
Arabica,Bourbon,Washed / Wet,81.5,0.1,Green
Arabica,Caturra,Other,81.5,0.11,Green
Arabica,Caturra,Washed / Wet,81.5,0.1,Green
Arabica,Typica,Natural / Dry,81.5,0.12,Green
Arabica,Catuai,Washed / Wet,81.5,0.0,Green
Arabica,Caturra,Washed / Wet,81.5,0.12,Green
Arabica,Gesha,Washed / Wet,81.5,0.12,Green
Arabica,Other,Washed / Wet,81.5,0.12,Green
Arabica,Typica,Washed / Wet,81.5,0.11,Blue-Green
Arabica,Yellow Bourbon,Semi-washed / Semi-pulped,81.5,0.0,Green
Arabica,Blue Mountain,Washed / Wet,81.5,0.11,Bluish-Green
Arabica,Typica,Other,81.5,0.11,Green
Arabica,Typica,Washed / Wet,81.5,0.13,Green
Arabica,Typica,Washed / Wet,81.5,0.12,Green
Arabica,Catuai,Washed / Wet,81.5,0.12,Green
Arabica,Typica,Semi-washed / Semi-pulped,81.5,0.11,Green
Arabica,Bourbon,Washed / Wet,81.5,0.13,Green
Arabica,Typica,Natural / Dry,81.5,0.11,Green
Arabica,Other,Washed / Wet,81.5,0.12,Green
Arabica,Bourbon,Semi-washed / Semi-pulped,81.5,0.12,Blue-Green
Arabica,Bourbon,Washed / Wet,81.5,0.11,Green
Arabica,Mundo Novo,Washed / Wet,81.42,0.12,Green
Arabica,Catuai,Washed / Wet,81.42,0.1,Green
Arabica,Catuai,Natural / Dry,81.42,0.11,Green
Arabica,Catuai,Washed / Wet,81.42,0.12,Green
Arabica,Typica,Washed / Wet,81.42,0.12,Green
Arabica,Gesha,Washed / Wet,81.42,0.12,Bluish-Green
Arabica,Bourbon,Natural / Dry,81.42,0.0,Green
Arabica,Bourbon,Washed / Wet,81.42,0.1,Green
Arabica,Typica,Washed / Wet,81.42,0.0,Green
Arabica,Bourbon,Washed / Wet,81.42,0.12,Green
Arabica,Caturra,Natural / Dry,81.42,0.11,Green
Arabica,Caturra,Washed / Wet,81.33,0.11,Bluish-Green
Arabica,Catuai,Natural / Dry,81.33,0.11,Green
Arabica,Catuai,Washed / Wet,81.33,0.09,Green
Arabica,Yellow Bourbon,Other,81.33,0.12,Green
Arabica,Other,Washed / Wet,81.33,0.14,Green
Arabica,Gesha,Washed / Wet,81.33,0.13,Green
Arabica,Catuai,Washed / Wet,81.33,0.12,Green
Arabica,Typica,Washed / Wet,81.33,0.13,Green
Arabica,Catuai,Natural / Dry,81.33,0.11,Green
Arabica,Typica,Natural / Dry,81.25,0.12,Green
Arabica,Yellow Bourbon,Natural / Dry,81.25,0.0,Green
Arabica,Catuai,Washed / Wet,81.25,0.1,Green
Arabica,Catuai,Washed / Wet,81.25,0.12,Green
Arabica,Pacamara,Washed / Wet,81.25,0.09,Bluish-Green
Arabica,Other,Washed / Wet,81.25,0.13,Green
Arabica,Typica,Semi-washed / Semi-pulped,81.25,0.11,Green
Arabica,Caturra,Washed / Wet,81.25,0.11,Green
Arabica,Typica,Washed / Wet,81.25,0.12,Green
Arabica,Bourbon,Washed / Wet,81.17,0.12,Green
Arabica,Caturra,Washed / Wet,81.17,0.12,Green
Arabica,Caturra,Washed / Wet,81.17,0.11,Bluish-Green
Arabica,Catuai,Natural / Dry,81.17,0.13,Green
Arabica,Caturra,Washed / Wet,81.17,0.12,Blue-Green
Arabica,Bourbon,Washed / Wet,81.17,0.12,Bluish-Green
Arabica,Caturra,Washed / Wet,81.17,0.12,Green
Arabica,Catuai,Washed / Wet,81.17,0.11,Green
Arabica,Catuai,Natural / Dry,81.17,0.11,Green
Arabica,Typica,Natural / Dry,81.17,0.13,Green
Arabica,Caturra,Washed / Wet,81.17,0.12,Green
Arabica,Mundo Novo,Natural / Dry,81.17,0.12,Green
Arabica,Mundo Novo,Natural / Dry,81.08,0.11,Green
Arabica,Other,Washed / Wet,81.08,0.13,Green
Arabica,Caturra,Washed / Wet,81.08,0.13,Green
Arabica,Other,Washed / Wet,81.08,0.0,Green
Arabica,Typica,Washed / Wet,81.08,0.12,Green
Arabica,Typica,Washed / Wet,81.08,0.11,Green
Arabica,Typica,Washed / Wet,81.08,0.1,Green
Arabica,Hawaiian Kona,Washed / Wet,81.08,0.06,Blue-Green
Arabica,Bourbon,Pulped natural / honey,81.0,0.11,Green
Arabica,Bourbon,Washed / Wet,81.0,0.0,Green
Arabica,Yellow Bourbon,Pulped natural / honey,81.0,0.11,Bluish-Green
Arabica,Bourbon,Washed / Wet,81.0,0.09,Green
Arabica,Caturra,Washed / Wet,81.0,0.0,Green
Arabica,Bourbon,Washed / Wet,81.0,0.11,Green
Arabica,Typica,Washed / Wet,81.0,0.12,Bluish-Green
Arabica,Caturra,Natural / Dry,81.0,0.12,Green
Arabica,Mundo Novo,Natural / Dry,81.0,0.12,Green
Arabica,Other,Washed / Wet,81.0,0.12,Green
Arabica,SL14,Natural / Dry,81.0,0.12,Green
Arabica,Typica,Semi-washed / Semi-pulped,81.0,0.11,Green
Arabica,Other,Washed / Wet,81.0,0.12,Green
Arabica,Typica,Washed / Wet,81.0,0.0,Green
Arabica,Other,Washed / Wet,80.92,0.0,Blue-Green
Arabica,Bourbon,Washed / Wet,80.92,0.1,Green
Arabica,SL28,Washed / Wet,80.92,0.11,Green
Arabica,Bourbon,Washed / Wet,80.92,0.11,Green
Arabica,Hawaiian Kona,Natural / Dry,80.92,0.1,Bluish-Green
Arabica,Other,Washed / Wet,80.92,0.12,Green
Arabica,Yellow Bourbon,Natural / Dry,80.92,0.12,Green
Arabica,Typica,Washed / Wet,80.92,0.09,Green
Arabica,Caturra,Washed / Wet,80.92,0.1,Green
Arabica,Pacas,Washed / Wet,80.92,0.12,Green
Arabica,Typica,Other,80.92,0.11,Green
Arabica,Typica,Washed / Wet,80.92,0.11,Green
Arabica,Typica,Washed / Wet,80.92,0.13,Green
Arabica,Catimor,Washed / Wet,80.83,0.0,Green
Arabica,Caturra,Washed / Wet,80.83,0.11,Green
Arabica,Catuai,Semi-washed / Semi-pulped,80.83,0.13,Green
Arabica,Typica,Washed / Wet,80.83,0.11,Green
Arabica,Bourbon,Washed / Wet,80.83,0.13,Green
Arabica,Hawaiian Kona,Washed / Wet,80.83,0.1,Blue-Green
Arabica,Catuai,Washed / Wet,80.75,0.0,Green
Arabica,Caturra,Washed / Wet,80.75,0.12,Green
Arabica,Other,Washed / Wet,80.75,0.12,Green
Arabica,Caturra,Natural / Dry,80.75,0.11,Green
Arabica,Caturra,Other,80.75,0.11,Green
Arabica,Catuai,Washed / Wet,80.75,0.09,Green
Arabica,Catuai,Natural / Dry,80.75,0.13,Green
Arabica,Caturra,Washed / Wet,80.75,0.11,Green
Arabica,Typica,Washed / Wet,80.75,0.11,Green
Arabica,Typica,Washed / Wet,80.75,0.12,Green
Arabica,Arusha,Natural / Dry,80.75,0.13,Bluish-Green
Arabica,Typica,Other,80.67,0.0,Green
Arabica,Mandheling,Semi-washed / Semi-pulped,80.67,0.13,Blue-Green
Arabica,Bourbon,Washed / Wet,80.67,0.11,Green
Arabica,Caturra,Washed / Wet,80.67,0.11,Blue-Green
Arabica,Caturra,Washed / Wet,80.67,0.12,Bluish-Green
Arabica,Typica,Washed / Wet,80.67,0.12,Green
Arabica,Bourbon,Washed / Wet,80.67,0.12,Green
Arabica,Bourbon,Washed / Wet,80.67,0.11,Green
Arabica,Bourbon,Washed / Wet,80.67,0.11,Green
Arabica,Other,Washed / Wet,80.58,0.12,Bluish-Green
Arabica,Bourbon,Semi-washed / Semi-pulped,80.58,0.0,Green
Arabica,Caturra,Washed / Wet,80.58,0.11,Green
Arabica,Bourbon,Natural / Dry,80.58,0.11,Green
Arabica,Other,Natural / Dry,80.5,0.0,Blue-Green
Arabica,Caturra,Washed / Wet,80.5,0.1,Green
Arabica,Catuai,Washed / Wet,80.5,0.11,Green
Arabica,Yellow Bourbon,Semi-washed / Semi-pulped,80.5,0.11,Green
Arabica,Other,Washed / Wet,80.5,0.0,Green
Arabica,Other,Washed / Wet,80.5,0.11,Green
Arabica,Hawaiian Kona,Natural / Dry,80.5,0.11,Green
Arabica,Bourbon,Washed / Wet,80.5,0.12,Green
Arabica,Typica,Washed / Wet,80.42,0.14,Green
Arabica,Bourbon,Washed / Wet,80.42,0.0,Green
Arabica,Other,Washed / Wet,80.42,0.17,Green
Arabica,Typica,Washed / Wet,80.42,0.11,Green
Arabica,Typica,Washed / Wet,80.42,0.1,Green
Arabica,Caturra,Washed / Wet,80.42,0.12,Green
Arabica,Bourbon,Washed / Wet,80.33,0.13,Green
Arabica,Other,Washed / Wet,80.33,0.12,Bluish-Green
Arabica,Yellow Bourbon,Other,80.33,0.11,Green
Arabica,Bourbon,Washed / Wet,80.33,0.11,Green
Arabica,Typica,Semi-washed / Semi-pulped,80.33,0.11,Green
Arabica,Hawaiian Kona,Washed / Wet,80.33,0.12,Green
Arabica,Catuai,Natural / Dry,80.25,0.11,Green
Arabica,Caturra,Natural / Dry,80.25,0.1,Green
Arabica,Caturra,Washed / Wet,80.25,0.1,Green
Arabica,Other,Natural / Dry,80.25,0.11,Green
Arabica,Catuai,Natural / Dry,80.25,0.0,Green
Arabica,Caturra,Washed / Wet,80.25,0.11,Green
Arabica,Hawaiian Kona,Natural / Dry,80.25,0.12,Green
Arabica,Typica,Washed / Wet,80.25,0.1,Green
Arabica,Typica,Semi-washed / Semi-pulped,80.25,0.11,Green
Arabica,Caturra,Washed / Wet,80.25,0.11,Green
Arabica,Catuai,Washed / Wet,80.17,0.11,Green
Arabica,Bourbon,Washed / Wet,80.17,0.11,Green
Arabica,Typica,Washed / Wet,80.17,0.11,Green
Arabica,Typica,Washed / Wet,80.17,0.14,Green
Arabica,Bourbon,Washed / Wet,80.17,0.12,Green
Arabica,Bourbon,Washed / Wet,80.17,0.11,Green
Arabica,Bourbon,Pulped natural / honey,80.08,0.11,Green
Arabica,Typica,Washed / Wet,80.08,0.07,Green
Arabica,Typica,Other,80.08,0.11,Green
Arabica,Typica,Washed / Wet,80.08,0.11,Green
Arabica,Typica,Semi-washed / Semi-pulped,80.08,0.11,Green
Arabica,Typica,Washed / Wet,80.08,0.14,Green
Arabica,Caturra,Washed / Wet,80.0,0.1,Green
Arabica,Other,Washed / Wet,80.0,0.0,Green
Arabica,Typica,Washed / Wet,80.0,0.0,Green
Arabica,Typica,Washed / Wet,80.0,0.11,Green
Arabica,Typica,Washed / Wet,80.0,0.12,Green
Arabica,Other,Washed / Wet,80.0,0.11,Green
Arabica,Hawaiian Kona,Natural / Dry,79.92,0.11,Green
Arabica,Bourbon,Washed / Wet,79.92,0.12,Green
Arabica,Other,Washed / Wet,79.92,0.12,Green
Arabica,Catuai,Washed / Wet,79.92,0.11,Green
Arabica,Typica,Natural / Dry,79.92,0.12,Green
Arabica,Mundo Novo,Washed / Wet,79.92,0.11,Green
Arabica,Bourbon,Washed / Wet,79.83,0.1,Green
Arabica,Caturra,Washed / Wet,79.83,0.11,Green
Arabica,Typica,Washed / Wet,79.83,0.12,Green
Arabica,Hawaiian Kona,Natural / Dry,79.83,0.12,Blue-Green
Arabica,Bourbon,Washed / Wet,79.75,0.1,Green
Arabica,Typica,Washed / Wet,79.75,0.1,Blue-Green
Arabica,Catuai,Washed / Wet,79.75,0.1,Bluish-Green
Arabica,Typica,Washed / Wet,79.75,0.12,Green
Arabica,Bourbon,Washed / Wet,79.75,0.13,Green
Arabica,Bourbon,Washed / Wet,79.75,0.12,Green
Arabica,Typica,Washed / Wet,79.75,0.1,Green
Arabica,Bourbon,Washed / Wet,79.75,0.0,Green
Arabica,Bourbon,Washed / Wet,79.67,0.1,Green
Arabica,Bourbon,Washed / Wet,79.67,0.0,Bluish-Green
Arabica,Bourbon,Washed / Wet,79.67,0.11,Green
Arabica,Typica,Washed / Wet,79.67,0.12,Green
Arabica,Caturra,Washed / Wet,79.58,0.13,Green
Arabica,Caturra,Natural / Dry,79.5,0.12,Green
Arabica,Caturra,Washed / Wet,79.5,0.0,Green
Arabica,Caturra,Washed / Wet,79.5,0.12,Green
Arabica,Typica,Washed / Wet,79.5,0.12,Bluish-Green
Arabica,Bourbon,Washed / Wet,79.42,0.1,Green
Arabica,Other,Washed / Wet,79.42,0.1,Green
Arabica,Typica,Washed / Wet,79.42,0.13,Green
Arabica,Caturra,Washed / Wet,79.33,0.0,Green
Arabica,Typica,Washed / Wet,79.33,0.14,Green
Arabica,Bourbon,Washed / Wet,79.33,0.11,Green
Arabica,Typica,Washed / Wet,79.25,0.11,Blue-Green
Arabica,Bourbon,Washed / Wet,79.25,0.13,Green
Arabica,Bourbon,Washed / Wet,79.17,0.1,Green
Arabica,Catuai,Washed / Wet,79.17,0.11,Green
Arabica,Bourbon,Washed / Wet,79.17,0.11,Green
Arabica,Catuai,Washed / Wet,79.17,0.11,Green
Arabica,Typica,Washed / Wet,79.17,0.14,Green
Arabica,Bourbon,Washed / Wet,79.08,0.1,Green
Arabica,Other,Washed / Wet,79.08,0.13,Green
Arabica,Mundo Novo,Washed / Wet,79.08,0.11,Green
Arabica,Typica,Washed / Wet,79.08,0.1,Bluish-Green
Arabica,Other,Washed / Wet,79.0,0.12,Green
Arabica,Pacas,Washed / Wet,79.0,0.11,Green
Arabica,Typica,Semi-washed / Semi-pulped,79.0,0.14,Green
Arabica,Typica,Washed / Wet,79.0,0.14,Green
Arabica,Typica,Washed / Wet,78.92,0.12,Green
Arabica,Caturra,Other,78.83,0.1,Green
Arabica,Bourbon,Washed / Wet,78.75,0.12,Green
Arabica,Typica,Washed / Wet,78.75,0.14,Green
Arabica,Typica,Washed / Wet,78.67,0.0,Green
Arabica,Other,Washed / Wet,78.58,0.12,Green
Arabica,Typica,Washed / Wet,78.58,0.1,Green
Arabica,Typica,Washed / Wet,78.58,0.13,Green
Arabica,Bourbon,Washed / Wet,78.5,0.0,Green
Arabica,Caturra,Washed / Wet,78.5,0.13,Green
Arabica,Catuai,Natural / Dry,78.42,0.12,Green
Arabica,Hawaiian Kona,Natural / Dry,78.33,0.1,Bluish-Green
Arabica,Other,Washed / Wet,78.33,0.1,Green
Arabica,Bourbon,Washed / Wet,78.33,0.11,Green
Arabica,Typica,Natural / Dry,78.33,0.13,Green
Arabica,Bourbon,Washed / Wet,78.33,0.11,Green
Arabica,Hawaiian Kona,Natural / Dry,78.25,0.11,Green
Arabica,Hawaiian Kona,Natural / Dry,78.25,0.11,Green
Arabica,Typica,Washed / Wet,78.08,0.11,Green
Arabica,Yellow Bourbon,Washed / Wet,78.0,0.0,Green
Arabica,Pacas,Natural / Dry,78.0,0.11,Green
Arabica,Hawaiian Kona,Natural / Dry,78.0,0.12,Green
Arabica,Other,Washed / Wet,78.0,0.1,Green
Arabica,Typica,Washed / Wet,78.0,0.1,Green
Arabica,Bourbon,Washed / Wet,78.0,0.11,Green
Arabica,Other,Washed / Wet,78.0,0.12,Green
Arabica,Caturra,Washed / Wet,77.92,0.12,Green
Arabica,Typica,Washed / Wet,77.92,0.11,Green
Arabica,Bourbon,Washed / Wet,77.92,0.11,Green
Arabica,Bourbon,Washed / Wet,77.83,0.11,Green
Arabica,Typica,Washed / Wet,77.67,0.11,Bluish-Green
Arabica,Typica,Washed / Wet,77.5,0.13,Green
Arabica,Bourbon,Washed / Wet,77.42,0.11,Green
Arabica,Bourbon,Natural / Dry,77.33,0.0,Green
Arabica,Other,Washed / Wet,77.33,0.1,Green
Arabica,Other,Washed / Wet,77.17,0.12,Green
Arabica,Caturra,Washed / Wet,77.0,0.0,Green
Arabica,Typica,Washed / Wet,76.42,0.13,Green
Arabica,Bourbon,Washed / Wet,76.33,0.11,Green
Arabica,Hawaiian Kona,Natural / Dry,76.25,0.0,Green
Arabica,Bourbon,Washed / Wet,76.08,0.12,Green
Arabica,Pacas,Natural / Dry,76.0,0.11,Green
Arabica,Bourbon,Washed / Wet,75.58,0.11,Green
Arabica,Pacamara,Washed / Wet,75.5,0.11,Green
Arabica,Mundo Novo,Washed / Wet,75.17,0.11,Green
Arabica,Typica,Washed / Wet,75.17,0.13,Bluish-Green
Arabica,Typica,Washed / Wet,75.0,0.14,Green
Arabica,Typica,Washed / Wet,74.83,0.12,Green
Arabica,Typica,Washed / Wet,74.67,0.12,Green
Arabica,Hawaiian Kona,Natural / Dry,74.42,0.0,Blue-Green
Arabica,Bourbon,Washed / Wet,74.33,0.11,Green
Arabica,Typica,Washed / Wet,74.33,0.14,Green
Arabica,Typica,Washed / Wet,73.83,0.12,Green
Arabica,Pacas,Washed / Wet,73.42,0.11,Green
Arabica,Hawaiian Kona,Natural / Dry,72.58,0.11,Green
Arabica,Caturra,Washed / Wet,71.75,0.11,Green
Arabica,Mundo Novo,Washed / Wet,71.08,0.12,Green
Arabica,Bourbon,Washed / Wet,71.0,0.11,Green
Arabica,Typica,Washed / Wet,70.75,0.12,Green
Arabica,Catuai,Washed / Wet,69.33,0.1,Green
Arabica,Catuai,Washed / Wet,69.17,0.1,Green
Arabica,Catuai,Washed / Wet,69.17,0.1,Green
Arabica,Typica,Natural / Dry,67.92,0.14,Blue-Green
Arabica,Caturra,Other,63.08,0.13,Green
Arabica,Catuai,Washed / Wet,59.83,0.1,Green
